"outcome","month","MMWR week","Age group","Vaccine product","Vaccinated with outcome","Fully vaccinated population","Unvaccinated with outcome","Unvaccinated population","Crude vax IR","Crude unvax IR","Crude IRR","Age adjusted vax IR","Age adjusted unvax IR","Age adjusted IRR","Continuity correction"
"death","MAY 2022","202220","all_ages_adj","all_types","711","140,998,240.55","414","52,714,050.6","0.504261612","0.785369357","1.557464099","0.3484818","1.558552014","4.472405776","1"
"death","MAY 2022","202220","all_ages_adj","Janssen","55","10,687,558","414","52,714,050.6","0.51461709","0.785369357","1.526123736","0.572101407","1.558552014","2.724258314","1"
"death","MAY 2022","202220","all_ages_adj","Moderna","305","48,924,767","414","52,714,050.6","0.623406137","0.785369357","1.259803698","0.317239828","1.558552014","4.912851019","1"
"death","MAY 2022","202220","all_ages_adj","Pfizer","351","81,318,089","414","52,714,050.6","0.431638279","0.785369357","1.819508126","0.359655259","1.558552014","4.333460929","1"
"death","MAY 2022","202221","5-11","all_types","1","5,229,431","1","13,029,306","0.0191225","0.00767501","0.401359136",,,,"0"
"death","MAY 2022","202221","12-17","all_types","0","9,747,083","2","6,157,298","0","0.0324818",,,,,"0"
"death","MAY 2022","202221","18-29","all_types","1","21,841,678","6","11,616,732.45","0.0045784","0.0516496","11.281147135",,,,"1"
"death","MAY 2022","202221","30-49","all_types","23","40,231,600","22","12,539,974.3","0.057169","0.175438956","3.068778219",,,,"1"
"death","MAY 2022","202221","50-64","all_types","73","32,833,648","64","6,214,373.6","0.222332895","1.029870492","4.632110306",,,,"1"
"death","MAY 2022","202221","65-79","all_types","242","24,276,816.55","149","2,006,567.3","0.996835806","7.425616873","7.449187545",,,,"1"
"death","MAY 2022","202221","80+","all_types","447","6,994,977","230","1,005,369.95","6.390299782","22.877150844","3.57998085",,,,"1"
"death","MAY 2022","202221","all_ages_adj","all_types","787","141,155,233.55","474","52,569,621.6","0.557542204","0.901661426","1.617207487","0.386073572","1.798064359","4.657310135","1"
"death","MAY 2022","202221","all_ages_adj","Janssen","41","10,693,036","474","52,569,621.6","0.38342712","0.901661426","2.351584901","0.41443982","1.798064359","4.338541497","1"
"death","MAY 2022","202221","all_ages_adj","Moderna","324","48,973,225","474","52,569,621.6","0.661585999","0.901661426","1.362878639","0.336461277","1.798064359","5.344045454","1"
"death","MAY 2022","202221","all_ages_adj","Pfizer","419","81,424,438","474","52,569,621.6","0.514587525","0.901661426","1.752202265","0.426041287","1.798064359","4.220399325","1"
"death","JUN 2022","202222","5-11","all_types","0","5,252,577","0","13,006,810","0","0",,,,,"0"
"death","JUN 2022","202222","12-17","all_types","1","9,760,071","2","6,144,183","0.0102458","0.0325511","3.177011818",,,,"0"
"death","JUN 2022","202222","18-29","all_types","3","21,864,731","4","11,591,018.45","0.0137207","0.0345095","2.515134869",,,,"1"
"death","JUN 2022","202222","30-49","all_types","22","40,256,736","20","12,515,560.3","0.0546492","0.159801076","2.9241226",,,,"1"
"death","JUN 2022","202222","50-64","all_types","72","32,864,684","67","6,198,385.6","0.219080153","1.080926621","4.933932196",,,,"1"
"death","JUN 2022","202222","65-79","all_types","244","24,309,454.55","171","1,997,202.3","1.003724701","8.561976921","8.53020446",,,,"1"
"death","JUN 2022","202222","80+","all_types","488","7,006,726","239","1,001,201.95","6.964736455","23.871307881","3.427453147",,,,"1"
"death","JUN 2022","202222","all_ages_adj","all_types","830","141,314,979.55","503","52,454,361.6","0.587340424","0.958928838","1.63266276","0.40640302","1.94655454","4.789714749","1"
"death","JUN 2022","202222","all_ages_adj","Janssen","49","10,698,390","503","52,454,361.6","0.458012841","0.958928838","2.093672385","0.501632295","1.94655454","3.880441031","1"
"death","JUN 2022","202222","all_ages_adj","Moderna","357","49,023,269","503","52,454,361.6","0.728225611","0.958928838","1.316801859","0.377143487","1.94655454","5.161310237","1"
"death","JUN 2022","202222","all_ages_adj","Pfizer","423","81,532,363","503","52,454,361.6","0.518812389","0.958928838","1.848315227","0.42988899","1.94655454","4.528039991","1"
"death","JUN 2022","202223","5-11","all_types","0","5,279,594","1","12,978,985","0","0.00770476",,,,,"0"
"death","JUN 2022","202223","12-17","all_types","2","9,773,787","1","6,129,564","0.0204629","0.0163144","0.797266086",,,,"0"
"death","JUN 2022","202223","18-29","all_types","2","21,886,896","3","11,561,444.45","0.0091379","0.0259483","2.839640336",,,,"1"
"death","JUN 2022","202223","30-49","all_types","24","40,281,422","21","12,486,975.3","0.0595808","0.168175235","2.822640664",,,,"1"
"death","JUN 2022","202223","50-64","all_types","77","32,897,114","76","6,180,152.6","0.234063085","1.229743097","5.253895956",,,,"1"
"death","JUN 2022","202223","65-79","all_types","305","24,341,765.55","136","1,986,313.3","1.252990459","6.846855428","5.464411462",,,,"1"
"death","JUN 2022","202223","80+","all_types","526","7,018,192","265","996,306.95","7.49480778","26.598228588","3.548887359",,,,"1"
"death","JUN 2022","202223","all_ages_adj","all_types","936","141,478,770.55","503","52,319,741.6","0.661583357","0.961396185","1.453174683","0.454496099","1.897443818","4.174829709","1"
"death","JUN 2022","202223","all_ages_adj","Janssen","58","10,703,626","503","52,319,741.6","0.541872446","0.961396185","1.774211243","0.563774726","1.897443818","3.365606386","1"
"death","JUN 2022","202223","all_ages_adj","Moderna","384","49,071,563","503","52,319,741.6","0.782530607","0.961396185","1.228573268","0.402869976","1.897443818","4.709816894","1"
"death","JUN 2022","202223","all_ages_adj","Pfizer","493","81,645,866","503","52,319,741.6","0.603827265","0.961396185","1.592170875","0.49529895","1.897443818","3.830906202","1"
"death","JUN 2022","202224","5-11","all_types","0","5,302,403","1","12,951,741","0","0.00772097",,,,,"0"
"death","JUN 2022","202224","12-17","all_types","0","9,786,125","0","6,114,762","0","0",,,,,"0"
"death","JUN 2022","202224","18-29","all_types","1","21,906,567","7","11,534,140.45","0.00456484","0.0606894","13.294962868",,,,"1"
"death","JUN 2022","202224","30-49","all_types","27","40,302,462","26","12,460,390.3","0.066993426","0.208661201","3.114651892",,,,"1"
"death","JUN 2022","202224","50-64","all_types","89","32,921,002","80","6,164,264.6","0.270344141","1.297802823","4.800558352",,,,"1"
"death","JUN 2022","202224","65-79","all_types","290","24,362,621.55","180","1,977,793.1","1.190348089","9.101053088","7.645707313",,,,"1"
"death","JUN 2022","202224","80+","all_types","539","7,025,432","255","992,198.95","7.67212607","25.700490814","3.349852515",,,,"1"
"death","JUN 2022","202224","all_ages_adj","all_types","946","141,606,612.55","549","52,195,290.4","0.668047899","1.051819035","1.574466497","0.460191335","2.119305203","4.605269684","1"
"death","JUN 2022","202224","all_ages_adj","Janssen","59","10,707,451","549","52,195,290.4","0.551018165","1.051819035","1.908864539","0.637538539","2.119305203","3.324199359","1"
"death","JUN 2022","202224","all_ages_adj","Moderna","412","49,106,782","549","52,195,290.4","0.838987983","1.051819035","1.253675924","0.433699576","2.119305203","4.8865743","1"
"death","JUN 2022","202224","all_ages_adj","Pfizer","473","81,736,248","549","52,195,290.4","0.57869062","1.051819035","1.817584387","0.475663409","2.119305203","4.455472425","1"
"death","JUN 2022","202225","5-11","all_types","0","5,326,861","3","12,924,187","0","0.0232123",,,,,"0"
"death","JUN 2022","202225","12-17","all_types","0","9,799,364","0","6,101,177","0","0",,,,,"0"
"death","JUN 2022","202225","18-29","all_types","2","21,928,240","14","11,508,165.45","0.0091207","0.121652752","13.338153737",,,,"1"
"death","JUN 2022","202225","30-49","all_types","13","40,325,336","36","12,435,722.3","0.0322378","0.289488613","8.979788913",,,,"1"
"death","JUN 2022","202225","50-64","all_types","108","32,945,496","77","6,149,242.6","0.327814157","1.252186733","3.819806759",,,,"1"
"death","JUN 2022","202225","65-79","all_types","325","24,383,779.55","195","1,970,068.1","1.332853257","9.898134993","7.426275127",,,,"1"
"death","JUN 2022","202225","80+","all_types","528","7,032,891","248","988,772.4","7.507581164","25.081606242","3.340837174",,,,"1"
"death","JUN 2022","202225","all_ages_adj","all_types","976","141,741,967.55","573","52,077,334.85","0.688575174","1.100286721","1.597918081","0.467164041","2.208191214","4.726800478","1"
"death","JUN 2022","202225","all_ages_adj","Janssen","69","10,712,300","573","52,077,334.85","0.644119377","1.100286721","1.708203107","0.672522139","2.208191214","3.283447617","1"
"death","JUN 2022","202225","all_ages_adj","Moderna","429","49,143,003","573","52,077,334.85","0.872962525","1.100286721","1.260405446","0.439683701","2.208191214","5.022226676","1"
"death","JUN 2022","202225","all_ages_adj","Pfizer","475","81,832,443","573","52,077,334.85","0.58045438","1.100286721","1.895561061","0.472660985","2.208191214","4.671828822","1"
"death","JUN 2022","202226","5-11","all_types","0","5,351,266","1","12,897,669","0","0.00775334",,,,,"0"
"death","JUN 2022","202226","12-17","all_types","0","9,811,818","1","6,088,132","0","0.0164254",,,,,"0"
"death","JUN 2022","202226","18-29","all_types","3","21,949,298","6","11,482,224.45","0.0136679","0.0522547","3.823178705",,,,"1"
"death","JUN 2022","202226","30-49","all_types","24","40,347,257","48","12,411,032.3","0.0594836","0.38675268","6.501837402",,,,"1"
"death","JUN 2022","202226","50-64","all_types","93","32,967,275","88","6,135,271.6","0.282097929","1.434329329","5.084508542",,,,"1"
"death","JUN 2022","202226","65-79","all_types","368","24,401,685.55","229","1,962,778.1","1.508092542","11.667136494","7.736353152",,,,"1"
"death","JUN 2022","202226","80+","all_types","583","7,038,947","308","985,643.4","8.282488844","31.248623995","3.772854342",,,,"1"
"death","JUN 2022","202226","all_ages_adj","all_types","1,071","141,867,546.55","681","51,962,750.85","0.754929528","1.310554174","1.73599538","0.514808623","2.655112242","5.157474303","1"
"death","JUN 2022","202226","all_ages_adj","Janssen","62","10,716,755","681","51,962,750.85","0.578533334","1.310554174","2.265304515","0.620121742","2.655112242","4.281598376","1"
"death","JUN 2022","202226","all_ages_adj","Moderna","488","49,175,215","681","51,962,750.85","0.992369835","1.310554174","1.320630804","0.501730948","2.655112242","5.291904458","1"
"death","JUN 2022","202226","all_ages_adj","Pfizer","521","81,922,390","681","51,962,750.85","0.635967774","1.310554174","2.060724187","0.518828573","2.655112242","5.117513525","1"
"death","JUL 2022","202227","5-11","all_types","0","5,374,343","1","12,874,043","0","0.00776757",,,,,"0"
"death","JUL 2022","202227","12-17","all_types","1","9,823,716","3","6,077,082","0.0101794","0.0493658","4.849555757",,,,"0"
"death","JUL 2022","202227","18-29","all_types","1","21,968,347","5","11,460,713.45","0.004552","0.0436273","9.584196959",,,,"1"
"death","JUL 2022","202227","30-49","all_types","42","40,367,125","27","12,390,825.3","0.104045061","0.217903161","2.094315271",,,,"1"
"death","JUL 2022","202227","65-79","all_types","366","24,417,042.55","230","1,956,378.1","1.498953034","11.75641866","7.843086739",,,,"1"
"death","JUL 2022","202227","80+","all_types","618","7,044,165","329","983,246.4","8.773218685","33.460585261","3.813946336",,,,"1"
"death","JUL 2022","202227","all_ages_adj","all_types","1,145","141,981,639.55","693","51,864,478.85","0.8064423","1.336174614","1.656875654","0.557181432","2.716190553","4.874876289","1"
"death","JUL 2022","202227","all_ages_adj","Janssen","70","10,721,030","693","51,864,478.85","0.65292234","1.336174614","2.046452589","0.691132864","2.716190553","3.930055558","1"
"death","JUL 2022","202227","all_ages_adj","Moderna","552","49,203,775","693","51,864,478.85","1.121865141","1.336174614","1.191029621","0.582576815","2.716190553","4.662373241","1"
"death","JUL 2022","202227","all_ages_adj","Pfizer","521","82,004,923","693","51,864,478.85","0.635327711","1.336174614","2.103126609","0.523496924","2.716190553","5.188551119","1"
"death","JUL 2022","202228","5-11","all_types","0","5,397,256","1","12,842,971","0","0.00778636",,,,,"0"
"death","JUL 2022","202228","12-17","all_types","1","9,835,640","0","6,063,218","0.0101671","0","0",,,,"0"
"death","JUL 2022","202228","18-29","all_types","2","21,987,581","6","11,433,008.45","0.009096","0.0524796","5.769500065",,,,"1"
"death","JUL 2022","202228","30-49","all_types","37","40,386,349","46","12,363,343.3","0.091615115","0.372067643","4.061203697",,,,"1"
"death","JUL 2022","202228","50-64","all_types","127","33,004,430","101","6,103,953.6","0.384796829","1.654665265","4.300101095",,,,"1"
"death","JUL 2022","202228","65-79","all_types","417","24,430,534.55","223","1,946,125.1","1.706880376","11.458667277","6.713222226",,,,"1"
"death","JUL 2022","202228","80+","all_types","669","7,048,759","358","979,636.4","9.491032393","36.544170878","3.850389438",,,,"1"
"death","JUL 2022","202228","all_ages_adj","all_types","1,253","142,090,549.55","735","51,732,255.85","0.881832046","1.420777014","1.611165098","0.605228808","2.853206018","4.714260095","1"
"death","JUL 2022","202228","all_ages_adj","Janssen","60","10,724,674","735","51,732,255.85","0.559457565","1.420777014","2.539561717","0.595274085","2.853206018","4.793096307","1"
"death","JUL 2022","202228","all_ages_adj","Moderna","577","49,228,942","735","51,732,255.85","1.172074752","1.420777014","1.212189761","0.600793948","2.853206018","4.749059188","1"
"death","JUL 2022","202228","all_ages_adj","Pfizer","613","82,085,657","735","51,732,255.85","0.74678089","1.420777014","1.902535312","0.612165963","2.853206018","4.660837405","1"
"death","JUL 2022","202229","5-11","all_types","1","5,416,957","0","12,809,183","0.0184605","0","0",,,,"0"
"death","JUL 2022","202229","12-17","all_types","0","9,845,564","3","6,049,170","0","0.0495936",,,,,"0"
"death","JUL 2022","202229","18-29","all_types","4","22,004,832","7","11,406,779.45","0.0181778","0.061367","3.375927111",,,,"1"
"death","JUL 2022","202229","30-49","all_types","39","40,403,466","31","12,337,249.3","0.096526372","0.25127157","2.603139059",,,,"1"
"death","JUL 2022","202229","50-64","all_types","122","33,020,117","117","6,084,886.6","0.369471737","1.922796721","5.204178089",,,,"1"
"death","JUL 2022","202229","65-79","all_types","410","24,441,885.55","239","1,935,506.1","1.677448326","12.348191514","7.361294725",,,,"1"
"death","JUL 2022","202229","80+","all_types","665","7,052,298","362","975,862.4","9.429550481","37.095393777","3.933951449",,,,"1"
"death","JUL 2022","202229","all_ages_adj","all_types","1,241","142,185,119.55","759","51,598,636.85","0.872805821","1.470969092","1.685333733","0.601886754","2.970626491","4.935523949","1"
"death","JUL 2022","202229","all_ages_adj","Janssen","82","10,728,250","759","51,598,636.85","0.764337147","1.470969092","1.924502947","0.807844431","2.970626491","3.677225933","1"
"death","JUL 2022","202229","all_ages_adj","Moderna","540","49,251,509","759","51,598,636.85","1.096413107","1.470969092","1.341619398","0.564982111","2.970626491","5.257912482","1"
"death","JUL 2022","202229","all_ages_adj","Pfizer","616","82,154,976","759","51,598,636.85","0.749802422","1.470969092","1.961808936","0.616529698","2.970626491","4.818302351","1"
"death","JUL 2022","202230","5-11","all_types","0","5,439,912","1","12,774,055","0","0.0078284",,,,,"0"
"death","JUL 2022","202230","12-17","all_types","0","9,856,502","0","6,034,775","0","0",,,,,"0"
"death","JUL 2022","202230","18-29","all_types","1","22,024,151","5","11,381,453.45","0.00454047","0.0439311","9.675456257",,,,"1"
"death","JUL 2022","202230","30-49","all_types","22","40,423,194","34","12,312,476.3","0.0544242","0.276142664","5.073894754",,,,"1"
"death","JUL 2022","202230","50-64","all_types","97","33,041,703","102","6,068,889.6","0.293568404","1.680702842","5.72508084",,,,"1"
"death","JUL 2022","202230","65-79","all_types","369","24,459,033.55","233","1,926,902.1","1.508645054","12.091948003","8.015104658",,,,"1"
